pmid,title,abstract,journal,year,authors,mesh_terms,keywords,relevance_score
39592720,Impact of a two step antimicrobial stewardship program in a paediatric haematology and oncology unit.,"To describe the implementation of a multi-step antimicrobial stewardship program in a haemato-oncology and stem cell transplantation program unit. Methods: Pre-post quasi-experimental study with two interrupted time-series analyses, conducted between 01/01/2019 and 31/12/2022 in the Paediatric Haemato-Oncology Unit of the Padua Paediatric Hospital. The interventions were: (1) 02/2020: dissemination of febrile neutropenia clinical pathways, (2) April 2021: provision of the clinical pathways via a customized App (Firstline.org) and implementation of a twice-a-week prospective audit and feedback. The main outcome was antibiotic consumption measured by days of administered therapy (DOTs)/1000 patients' days for all antibiotics and most used molecules.",Scientific reports,2024,Cecilia Liberati; Elisa Barbieri; Francesca Cavagnero; Maria Grazia Petris; Giulia Brigadoi; Giulia Reggiani; Marica De Pieri; Marta Pierobon; Antonio Marzollo; Maria Gabelli; Sabrina Trivellato; Erika Rigotti; Francesca Opri; Daniele Mengato; Francesca Venturini; Ettore De Canale; Claudia Del Vecchio; Carlo Giaquinto; Elena Carrara; Evelina Tacconelli; Alessandra Biffi; Daniele Donà,"['Humans', 'Antimicrobial Stewardship', 'Child', 'Anti-Bacterial Agents', 'Hematology', 'Hospitals, Pediatric', 'Medical Oncology', 'Critical Pathways', 'Child, Preschool', 'Female', 'Interrupted Time Series Analysis', 'Male']","['Antibiotics.', 'Antimicrobial stewardship', 'Pediatric Oncology Haematology', 'Stem cell transplantation']",6
36140007,Impact of an Antimicrobial Stewardship Program Intervention Associated with the Rapid Identification of Microorganisms by MALDI-TOF and Detection of Resistance Genes in ICU Patients with Gram-Negative Bacteremia.,"Combination of strategies for rapid diagnostics tests (RDT) with real-time intervention could improve patient outcomes. We aimed to assess the impact on clinical outcomes, antimicrobial consumption, and costs in patients with gram-negative bacteremia. We designed a quasi-experimental study among 216 episodes of gram-negative bacteremia using RDT (MALDI-TOF and detection of resistance genes) directly from blood culture bottles combined with real-time communication of results. Our study did not demonstrate impact on 30-day mortality (25% vs. 35%; ","Antibiotics (Basel, Switzerland)",2022,Aléia Faustina Campos; Tiago Arantes; Amanda Magalhães Vilas Boas Cambiais; Ana Paula Cury; Camila Guimarães Tiroli; Flávia Rossi; Luiz Marcelo Sa Malbouisson; Silvia Figueiredo Costa; Thaís Guimarães,[],"['antimicrobial consumption', 'antimicrobial stewardship', 'days of therapy', 'gram-negative bacteremia', 'mortality', 'rapid diagnostics tests']",6
35326835,Clinical and Microbiological Effects of an Antimicrobial Stewardship Program in Urology-A Single Center Before-After Study.,"Antimicrobial resistance is a major public health issue caused by antibiotic overuse and misuse. Antimicrobial stewardship (AMS) has been increasingly endorsed worldwide, but its effect has been studied scarcely in urologic settings. A before-after study was performed from 2018 through 2020 to evaluate changes in antimicrobial prescription, resistance rates and clinical safety upon implementation of an AMS audit and feedback program in the Urology Department of a large German academic medical center. The primary endpoints were safety clinical outcomes: the rate of infection-related readmissions and of infectious complications after transrectal prostate biopsies. Resistance rates and antimicrobial consumption rates were the secondary endpoints. The AMS team reviewed 196 cases (12% of all admitted in the department). The overall antibiotic use dropped by 18.7%. Quinolone prescriptions sank by 78.8% (p = 0.02) and 69.8% (p > 0.05) for ciprofloxacin and levofloxacin, respectively. The resistance rate of E. coli isolates declined against ceftriaxone (−9%), ceftazidime (−12%) and quinolones (−25%) in the AMS period. No significant increase in infection-related readmissions or infectious complications after prostate biopsies was observed (p = 0.42). Due to the potential to reduce antibiotic use and resistance rates with no surge of infection-related complications, AMS programs should be widely implemented in urologic departments.","Antibiotics (Basel, Switzerland)",2022,Oana Joean; Daniel Tahedl; Madita Flintrop; Thorben Winkler; Ruxandra Sabau; Tobias Welte; Markus A Kuczyk; Ralf-Peter Vonberg; Jessica Rademacher,[],"['antibiotics', 'antimicrobial resistance', 'antimicrobial stewardship', 'quinolone', 'urology']",6
36100471,Optimization of antimicrobial prescription in the hospital.,"Internal Medicine wards are an appropriate focus of antibiotic stewardship, along with emergency departments and intensive care units, because a large proportion of patients are with parenteral broad-spectrum antibiotics. Given the unmet clinical need of antibiotic optimization in the hospital and the importance of front-line practitioners for antibiotic stewardship, the barriers and tactics to overcome them were discussed in a round table at the European Congress of Internal Medicine. Better rapid diagnostic tests should help to increase appropriate early antibiotic rates, favoring diversity in antibiotic choices adapted to the awareness of local resistance patterns. Providing such is a greater challenge in low-resource settings. Prescriptions should be personalized, adjusting dosage and source control to specific patients' conditions. Shorter antibiotic duration and de-escalation are major drivers to reduce adverse events, with mortality and recurrence rates being independent of antimicrobial duration. Appropriate diagnostic tests with quick turnaround times decrease excessive antibiotic use. Antimicrobial optimization requires a multidisciplinary approach and it should be a core competence of training specialists, improving opportunities to provide safer patient care.",European journal of internal medicine,2022,T Vieceli; J Rello,"['Humans', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Prescriptions', 'Intensive Care Units', 'Hospitals']","['Antibiotic clinical practice guidelines', 'Antimicrobial resistance', 'Antimicrobial stewardship', 'Bloodstream infection', 'Multidrug resistant microorganisms', 'Sepsis']",6
36111208,Early appropriate diagnostics and treatment of MDR Gram-negative infections.,"The term difficult-to-treat resistance has been recently coined to identify Gram-negative bacteria exhibiting resistance to all fluoroquinolones and all β-lactam categories, including carbapenems. Such bacteria are posing serious challenges to clinicians trying to identify the best therapeutic option for any given patient. Delayed appropriate therapy has been associated with worse outcomes including increase in length of stay, increase in total in-hospital costs and ∼20% increase in the risk of in-hospital mortality. In addition, time to appropriate antibiotic therapy has been shown to be an independent predictor of 30 day mortality in patients with resistant organisms. Improving and anticipating aetiological diagnosis through optimizing not only the identification of phenotypic resistance to antibiotic classes/agents, but also the identification of specific resistance mechanisms, would have a major impact on reducing the frequency and duration of inappropriate early antibiotic therapy. In light of these considerations, the present paper reviews the increasing need for rapid diagnosis of bacterial infections and efficient laboratory workflows to confirm diagnoses and facilitate prompt de-escalation to targeted therapy, in line with antimicrobial stewardship principles. Rapid diagnostic tests currently available and future perspectives for their use are discussed. Early appropriate diagnostics and treatment of MDR Gram-negative infections require a multidisciplinary approach that includes multiple different diagnostic methods and further consensus of algorithms, protocols and guidelines to select the optimal antibiotic therapy.",JAC-antimicrobial resistance,2022,Matteo Bassetti; Souha S Kanj; Pattarachai Kiratisin; Camilla Rodrigues; David Van Duin; María Virginia Villegas; Yunsong Yu,[],[],6
35134035,The Impact of Antimicrobial Stewardship in Children in Low- and Middle-income Countries: A Systematic Review.,"Antimicrobial stewardship (AMS) is central to the World Health Organisation Global Action Plan against antimicrobial resistance (AMR). If antibiotics are used without restraint, morbidity and mortality from AMR will continue to increase. In resource-rich settings, AMS can safely reduce antibiotic consumption. However, for children in low- and middle-income countries (LMIC), the impact of different AMS interventions is unknown.",The Pediatric infectious disease journal,2022,Yara-Natalie Abo; Bridget Freyne; Diana Kululanga; Penelope A Bryant,"['Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Child', 'Child, Preschool', 'Cost-Benefit Analysis', 'Decision Support Systems, Clinical', 'Developing Countries', 'Guidelines as Topic', 'Health Policy', 'Humans', 'Infant', 'Outcome Assessment, Health Care', 'Patient Care Bundles']",[],6
27309536,"Evaluating the Effectiveness of an Antimicrobial Stewardship Program on Reducing the Incidence Rate of Healthcare-Associated Clostridium difficile Infection: A Non-Randomized, Stepped Wedge, Single-Site, Observational Study.",The incidence rate of healthcare-associated Clostridium difficile infection (HA-CDI) is estimated at 1 in 100 patients. Antibiotic exposure is the most consistently reported risk factor for HA-CDI. Strategies to reduce the risk of HA-CDI have focused on reducing antibiotic utilization. Prospective audit and feedback is a commonly used antimicrobial stewardship intervention (ASi). The impact of this ASi on risk of HA-CDI is equivocal. This study examines the effectiveness of a prospective audit and feedback ASi on reducing the risk of HA-CDI.,PloS one,2016,Giulio DiDiodato; Leslie McArthur,"['Aged', 'Anti-Bacterial Agents', 'Canada', 'Cephalosporins', 'Clostridioides difficile', 'Clostridium Infections', 'Cross Infection', 'Female', 'Fluoroquinolones', 'Humans', 'Injections, Intravenous', 'Medical Audit', 'Middle Aged', ""Patients' Rooms"", 'Regression Analysis', 'Risk Factors', 'Risk Management']",[],6
38301713,Risk of Multidrug-Resistant Pathogens in Severe Community-Acquired Pneumonia.,"Severe community-acquired pneumonia (SCAP) is difficult to treat when caused by difficult-to-treat (DTR) pathogens because of limited treatment options and poorer clinical outcomes. Over time, several predictive scoring systems based on risk factors for infection with multidrug resistant pathogens have been developed. We reviewed the available tools for identifying DTR pathogens as the cause of SCAP, both predictive scoring systems and rapid diagnostic methods, to develop management strategies aimed at early identification of DTR pathogens, reducing broad-spectrum antibiotic use and improving clinical outcomes. The scoring systems reviewed show considerable heterogeneity among them at the level of the region studied, the definition of risk factors, as well as which DTR pathogens are the target pathogens. The models described have shown limited effectiveness in reducing inappropriate antibiotic treatment or improving patient outcomes by themselves. However, predictive models could serve as a first step in identifying DTR pathogen infections as part of a larger detection algorithm. Rapid diagnostic tools, such as multiplex polymerase chain reaction, would be useful for the rapid identification of pneumonia-causing pathogens and their resistance mechanisms. In resource-limited settings, rapid tests should be limited to patients at high risk of developing SCAP due to DTR pathogens. We propose an integrative algorithm based on the different scores, taking into account local epidemiological data, where ideally each center should have an antimicrobial stewardship program.",Seminars in respiratory and critical care medicine,2024,E Campaña-Duel; M Camprubí-Rimblas; A Areny-Balagueró; Sara Quero; A Artigas; Adrian Ceccato,"['Humans', 'Pneumonia', 'Community-Acquired Infections', 'Anti-Bacterial Agents', 'Risk Factors', 'Risk Assessment']",[],6
35326825,"Use of Antimicrobials for Bloodstream Infections in the Intensive Care Unit, a Clinically Oriented Review.","Bloodstream infections (BSIs) in critically ill patients are associated with significant mortality. For patients with septic shock, antibiotics should be administered within the hour. Probabilistic treatment should be targeted to the most likely pathogens, considering the source and risk factors for bacterial resistance including local epidemiology. Source control is a critical component of the management. Sending blood cultures (BCs) and other specimens before antibiotic administration, without delaying them, is key to microbiological diagnosis and subsequent opportunities for antimicrobial stewardship. Molecular rapid diagnostic testing may provide faster identification of pathogens and specific resistance patterns from the initial positive BC. Results allow for antibiotic optimisation, targeting the causative pathogen with escalation or de-escalation as required. Through this clinically oriented narrative review, we provide expert commentary for empirical and targeted antibiotic choice, including a review of the evidence and recommendations for the treatments of extended-spectrum β-lactamase-producing, AmpC-hyperproducing and carbapenem-resistant Enterobacterales; carbapenem-resistant ","Antibiotics (Basel, Switzerland)",2022,Alexis Tabah; Jeffrey Lipman; François Barbier; Niccolò Buetti; Jean-François Timsit; On Behalf Of The Escmid Study Group For Infections In Critically Ill Patients-Esgcip,[],"['ICU', 'bacteraemia', 'bloodstream infection', 'de-escalation', 'empirical', 'intensive care', 'probabilistic antibiotics', 'sepsis', 'septic shock', 'source control']",6
35320289,Efficacy and safety of antimicrobial stewardship prospective audit and feedback in patients hospitalized with COVID-19: A protocol for a pragmatic clinical trial.,"The use of broad-spectrum antibiotics is widespread in patients with COVID-19 despite a low prevalence of bacterial co-infection, raising concerns for the accelerated development of antimicrobial resistance. Antimicrobial stewardship (AMS) is vital but there are limited randomized clinical trial data supporting AMS interventions such as prospective audit and feedback (PAF). High quality data to demonstrate safety and efficacy of AMS PAF in hospitalized COVID-19 patients are needed.",PloS one,2022,Justin Z Chen; Holly L Hoang; Maryna Yaskina; Dima Kabbani; Karen E Doucette; Stephanie W Smith; Cecilia Lau; Jackson Stewart; Karen Zurek; Morgan Schultz; Carlos Cervera,"['Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Clinical Protocols', 'Formative Feedback', 'Hospitalization', 'Humans', 'Medical Audit', 'COVID-19 Drug Treatment']",[],6
38186441,The Role of Clinical Pharmacists in Antimicrobial Stewardship Programs (ASPs): A Systematic Review.,"Antimicrobial resistance (AMR) is a major global health threat, increasing deaths and healthcare costs. Antimicrobial stewardship programs (ASPs) have been implemented to optimize antibiotic use and curb resistance. This systematic review aimed to summarize evidence on the role and impact of pharmacists in hospital ASPs. A comprehensive literature search was conducted across databases to identify relevant studies published from 2016 to 2023. Twenty-four studies met the inclusion criteria, comprising global observational and randomized clinical trials. Pharmacists performed various stewardship activities, including prospective audits, formulary management, de-escalation, guideline development, and education. Pharmacist-led interventions significantly improved antibiotic prescribing, reduced unnecessary antibiotic use, optimized therapy, and enhanced outcomes. Multiple studies found that pharmacist reviews decreased the time to optimal antibiotics and improved guideline compliance without affecting readmissions or revisits. De-escalation programs safely reduced antibiotic duration and length of stay. Acceptance rates for recommendations were high. Pharmacist stewardship curbed overall antibiotic use, costs, and duration across hospital departments, leading to savings. While most studies showed positive impacts, fewer detected significant changes in resistance or mortality over short periods. More research is needed, but current evidence demonstrates that pharmacists play critical roles in ASPs, leading to improved antibiotic use and patient outcomes. These findings support integrating pharmacists into stewardship activities, significantly extending programs to ambulatory settings.",Cureus,2023,Ibrahim M Dighriri; Bayader A Alnomci; Mashael M Aljahdali; Hadeel S Althagafi; Raghad M Almatrafi; Wasan G Altwairqi; Ashwaq A Almagati; Abdulaziz M Shunaymir; Ghadeer A Haidarah; Mohmmad H Alanzi; Abdullatif A Hadadi; Hind M Suwaydi; Maha J Aqdi; Hamed N Alharthi; Amaal F Alshahrani,[],"['antimicrobial management', 'antimicrobial stewardship', 'antimicrobial stewardship practice', 'clinical pharmacists', 'pharmacies']",6
14586487,Cycling chemotherapy: a promising approach to reducing the morbidity and mortality of nosocomial infections.,"In the past several decades, nosocomial infections have emerged as one of the most serious contributors to hospital morbidity and mortality, particularly amongst patients who require intensive care. Resistant organisms, both Gram-negative and Gram-positive, are now to blame for a significant portion of hospital-acquired infections. Efforts to prevent nosocomial infection had historically focused on infection control measures, such as patient isolation. However, there have been numerous reports of the increasing prevalence of antibiotic resistance, as well as the dramatic, negative impact of the infections they cause, both in terms of patient outcomes and attributable costs, demanding new methods to halt this growing epidemic. The increasing threat of resistance may be attributed in part to the widespread and increasingly inappropriate use of antimicrobials, which inadvertently exert sufficient effect on the hospital (and now community) environment to allow the preferential selection of resistant microbes. This idea of selective antibiotic pressure is supported by data showing volume of antibiotic use and inadequate antimicrobial coverage as risk factors for increased morbidity and mortality. Accordingly, the focus of nosocomial infection control has now largely shifted towards the judicious use of antibiotic therapy. There have been numerous attempts to curtail antibiotic usage through various forms of antibiotic stewardship: formulary restriction, computerized decision-support and abbreviated course empiric therapy. Aside from the inherent difficulty of effecting change in physician practice, we are burdened, particularly in the setting of empiric therapy, with the need to balance between adequate therapy for the individual and prudent drug selection so as not to endanger other patients in the environment through resistant organism selection. Cycling chemotherapy for empiric treatment of suspected infection is a method uniquely designed to address these challenges.","Drugs of today (Barcelona, Spain : 1998)",2003,Heather L Evans; Robert G Sawyer,"['Anti-Bacterial Agents', 'Cross Infection', 'Drug Administration Schedule', 'Drug Therapy', 'Humans', 'Morbidity', 'United States']",[],5
39596730,An Update on Recent Clinical Trial Data in Bloodstream Infection.,"Bloodstream infections (BSIs) remain a significant source of morbidity and mortality globally, exacerbated by an ageing population and rising antimicrobial resistance (AMR). This review offers an updated evaluation of randomized clinical trials (RCTs) in BSI management from 2018 onwards, focusing on the evolving landscape of diagnostics and treatment. New rapid diagnostic technologies and shorter antimicrobial courses have transformed clinical practice, reducing the time to appropriate therapy and hospital stays. Several RCTs demonstrated that rapid phenotypic and genotypic tests shorten the time to optimal therapy, especially when paired with antimicrobial stewardship. Ongoing trials are investigating novel antimicrobial regimens and the safety of early oral switch strategies, particularly for Gram-positive and Gram-negative BSIs. Recent RCTs on ","Antibiotics (Basel, Switzerland)",2024,Adam G Stewart; Peter Simos; Pirathaban Sivabalan; Laura Escolà-Vergé; Katherine Garnham; Burcu Isler,[],"['bacteraemia', 'bloodstream infection', 'clinical trial']",5
39564592,Combating antimicrobial resistance in osteoarticular infections: Current strategies and future directions.,"The emergence of antimicrobial resistance (AMR) has profoundly impacted the management of osteoarticular infections (OAIs), presenting significant challenges for healthcare systems worldwide. This review provides a comprehensive overview of the current landscape of AMR in OAIs, emphasizing the necessity for assertive and innovative strategies to combat this escalating health threat. It discusses the evolution of resistance among key pathogens, including ESKAPEE organisms, and the implications for treatment protocols and healthcare outcomes. The importance of antibiotic stewardship programs (ASPs) is highlighted as a core strategy to optimize antibiotic use and mitigate the development of resistance. Additionally, the review explores the potential of pharmacological approaches, including novel antibiotic regimens and combination therapies, alongside surgical interventions and alternative therapies such as bacteriophage-based treatments and probiotics, in managing these complex infections. The role of rapid diagnostic methods in improving treatment accuracy and the critical need for global surveillance to track AMR trends are also examined. By integrating insights from recent literature and expert recommendations, this review underscores the multifaceted approach required to address the challenge of AMR in OAIs effectively. It calls for a concerted effort among clinicians, researchers, and policymakers to foster innovation in treatment strategies, enhance diagnostic capabilities, and implement robust stewardship and surveillance programs. The goal is to adapt to the evolving landscape of OAIs and ensure optimal patient care in the face of rising AMR.",Journal of clinical orthopaedics and trauma,2024,Madhan Jeyaraman; Tarun Jayakumar; Naveen Jeyaraman; Arulkumar Nallakumarasamy; Swaminathan Ramasubramanian; Sathish Muthu; Vijay Kumar Jain,[],"['Antibiotic stewardship', 'Antimicrobial resistance', 'Global surveillance', 'Osteoarticular infections']",5
