study_id,pmid,title,screening_date,include,reasons,exclusion_reasons
STUDY_1281,29980177,Implementing evidence-based practices in the care of infants with bronchiolitis in Australasian acute care settings: study protocol for a cluster randomised controlled study.,2025-10-13T10:03:43.176558,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['intervention: No stewardship intervention identified', 'Pediatric population', 'Outpatient or long-term care setting']"
STUDY_1282,26197846,Randomized Trial of Rapid Multiplex Polymerase Chain Reaction-Based Blood Culture Identification and Susceptibility Testing.,2025-10-13T10:03:43.176790,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified']"
STUDY_1283,26003121,Antibiotic prophylaxis audit and questionnaire study: Traffic Light Poster improves adherence to protocol in gastrointestinal surgery.,2025-10-13T10:03:43.176927,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_1284,35513301,"A Double-blinded, Randomized, Placebo-controlled Trial of Antibiotic Prophylaxis in Elective Non-hysterectomy Laparoscopic Surgery for Benign Gynecologic Conditions: A Pilot Study.",2025-10-13T10:03:43.177044,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_1285,36168480,A modified Delphi approach to develop a trial protocol for antibiotic de-escalation in patients with suspected sepsis.,2025-10-13T10:03:43.177153,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified']"
STUDY_1286,37674631,Multidisciplinary Teams for the Management of Infective Endocarditis: A Systematic Review and Meta-analysis.,2025-10-13T10:03:43.177246,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'Not original research']"
STUDY_1287,37312262,The use of telehealth-supported stewardship activities in acute-care and long-term care settings: An implementation effectiveness trial.,2025-10-13T10:03:43.177339,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1288,37057677,The antifungal pipeline for invasive fungal diseases: what does the future hold?,2025-10-13T10:03:43.177442,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_1289,35264408,"Alternative to prophylactic antibiotics for the treatment of recurrent urinary tract infections in women: multicentre, open label, randomised, non-inferiority trial.",2025-10-13T10:03:43.177502,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_1290,34223022,Interventions to improve the review of antibiotic therapy in acute care hospitals: a systematic review and narrative synthesis.,2025-10-13T10:03:43.177569,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_1291,32035124,Protocol paper: Stepped wedge cluster randomized trial translating the ABCS into optimizing cardiovascular care for people living with HIV.,2025-10-13T10:03:43.177900,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1292,38000259,Timing of Acquisition of Methicillin-Resistant Staphylococcus aureus Nasal Carriage: Can we Limit Repeat Screening?,2025-10-13T10:03:43.178053,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_1293,37780683,Evaluating outpatient diagnostic stewardship of comprehensive polymerase chain reaction ,2025-10-13T10:03:43.178151,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1294,37738153,Clinical Outcomes and Bacterial Characteristics of Carbapenem-resistant Acinetobacter baumannii Among Patients From Different Global Regions.,2025-10-13T10:03:43.178210,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1295,37709201,Performance evaluation of a PCR panel (FilmArray® Pneumonia Plus) for detection of respiratory bacterial pathogens in respiratory specimens: A systematic review and meta-analysis.,2025-10-13T10:03:43.178277,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_1296,37377644,Risk factors for colonization with multidrug-resistant Gram-negative bacteria and ,2025-10-13T10:03:43.178376,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_1297,15108727,Compliance with guidelines on antibiotic prophylaxis in total hip replacement surgery: results of a retrospective study of 416 patients in a teaching hospital.,2025-10-13T10:03:43.178463,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_1298,36987849,Using clinical decision support to improve urine testing and antibiotic utilization.,2025-10-13T10:03:43.178524,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_1299,36566836,ESCMID/EUCIC clinical practice guidelines on perioperative antibiotic prophylaxis in patients colonized by multidrug-resistant Gram-negative bacteria before surgery.,2025-10-13T10:03:43.178585,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1300,36381622,Clinical Impact of Ceftriaxone Resistance in ,2025-10-13T10:03:43.178648,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1301,36175948,Use of broad-spectrum antimicrobials for more than 72 h and the detection of multidrug-resistant bacteria in Japanese intensive care units: a multicenter retrospective cohort study.,2025-10-13T10:03:43.210881,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_1302,36096429,Use of biomarkers to individualize antimicrobial therapy duration: a narrative review.,2025-10-13T10:03:43.211010,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_1303,35990407,Prevalence of Fungal Drug Resistance in COVID-19 Infection: a Global Meta-analysis.,2025-10-13T10:03:43.211092,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_1304,35883250,Ultra-Short-Course Antibiotics for Suspected Pneumonia With Preserved Oxygenation.,2025-10-13T10:03:43.211169,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_1305,37672164,"COVID-19 Associated Rhino-Orbital-Cerebral Mucormycosis: Clinical Features, Antifungal Susceptibility, Management and Outcome in a Tertiary Hospital in Iran.",2025-10-13T10:03:43.211226,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_1306,37660059,Respiratory co-infections in COVID-19-positive patients.,2025-10-13T10:03:43.211288,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_1307,37648974,The intestinal carrier status of Enterococcus spp. in children: clonal diversity and alterations in resistance phenotypes before and after admission to a pediatric intensive care unit.,2025-10-13T10:03:43.211354,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_1308,38314853,Clinical Outcomes Associated with Amoxicillin Treatment for Acute Otitis Media in Children.,2025-10-13T10:03:43.211422,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'Pediatric population', 'Outpatient or long-term care setting']"
STUDY_1309,38253731,Exploring the diversity of uncommon oral yeast species and associated risk factors among substance abusers in southwestern Iran.,2025-10-13T10:03:43.211482,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1310,38162992,Emerging Challenges in ,2025-10-13T10:03:43.211638,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_1311,38070165,Predictive Value of Methicillin-Resistant Staphylococcus aureus Nasal Swab PCR Assay for MRSA Infection in Critically Ill Pediatric Patients.,2025-10-13T10:03:43.211867,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'Pediatric population']"
STUDY_1312,30832678,Effect of enhancing audit and feedback on uptake of childhood pneumonia treatment policy in hospitals that are part of a clinical network: a cluster randomized trial.,2025-10-13T10:03:43.211945,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Pediatric population', 'Outpatient or long-term care setting']"
STUDY_1313,40208583,Improving Empiric Antibiotic Selection for Patients Hospitalized With Abdominal Infection: The INSPIRE 4 Cluster Randomized Clinical Trial.,2025-10-13T10:03:43.212013,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_1314,40187361,"Efficacy and safety of individualised versus standard 10-day antibiotic treatment in children with febrile urinary tract infection (INDI-UTI): a pragmatic, open-label, multicentre, randomised, controlled, non-inferiority trial in Denmark.",2025-10-13T10:03:43.212069,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_1315,40151230,The impact of the COVID-19 pandemic on antimicrobial usage: an international patient-level cohort study.,2025-10-13T10:03:43.212139,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_1316,40098585,Blood culture collection and administration of intravenous ceftriaxone by paramedics in patients with suspected sepsis (the pass trial).,2025-10-13T10:03:43.212189,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_1317,40032084,"Impact of a smartphone application for appropriate antibiotic prescribing at three tertiary hospitals: an international, multicentre stepped-wedge cluster randomized trial.",2025-10-13T10:03:43.212245,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_1318,39081505,Associated Risk Factors and Clinical Outcomes of Bloodstream Infections among COVID-19 Intensive Care Unit Patients in a Tertiary Care Hospital.,2025-10-13T10:03:43.212303,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_1319,33808761,"Carbapenem-Resistant Enterobacteriaceae-Implications for Treating Acute Leukemias, a Subgroup of Hematological Malignancies.",2025-10-13T10:03:43.212357,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_1320,36168449,Reductions in inpatient fluoroquinolone use and postdischarge ,2025-10-13T10:03:43.212411,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_1321,36167851,"Evaluation of an Opt-Out Protocol for Antibiotic De-Escalation in Patients With Suspected Sepsis: A Multicenter, Randomized, Controlled Trial.",2025-10-13T10:03:43.212578,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['population: Not hospital/acute care setting', 'Not original research']"
STUDY_1322,36094318,Impact of Automated Blood Culture Systems on the Management of Bloodstream Infections: Results from a Crossover Diagnostic Clinical Trial.,2025-10-13T10:03:43.212633,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_1323,34923128,European Society of Clinical Microbiology and Infectious Diseases (ESCMID) guidelines for the treatment of infections caused by multidrug-resistant Gram-negative bacilli (endorsed by European society of intensive care medicine).,2025-10-13T10:03:43.212769,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1324,38735146,"Accelerated microbial identification ""directly"" from positive blood cultures using MALDI-TOF MS: Local clinical laboratory challenges.",2025-10-13T10:03:43.212845,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1325,38732329,Assessing the Interpretation of Molecular Test Results in the Diagnosis of Bloodstream Infections.,2025-10-13T10:03:43.212937,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1326,38522746,Antimicrobial efficacy of eravacycline against emerging extensively drug-resistant (XDR) Acinetobacter baumannii isolates.,2025-10-13T10:03:43.212995,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_1327,21513539,A hospital-site controlled intervention using audit and feedback to implement guidelines concerning inappropriate treatment of catheter-associated asymptomatic bacteriuria.,2025-10-13T10:03:43.213053,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting']"
STUDY_1328,19196219,Prospective audit of the effectiveness of hydrocortisone premedication on drug delivery reactions following amphotericin B lipid complex *.,2025-10-13T10:03:43.213120,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1329,39509144,Bacteriuria and antibiotic use during the third wave of COVID-19 intensive care in Sweden.,2025-10-13T10:03:43.213188,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['intervention: No stewardship intervention identified']
STUDY_1330,39461740,Prevalence of extended-spectrum β-lactamase-producing Enterobacterales and carbapenemase-resistant Enterobacterales in British military cohorts.,2025-10-13T10:03:43.213245,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_1331,39436138,Impact of rapid blood culture identification PCR panel on optimal antibiotic use in methicillin-susceptible ,2025-10-13T10:03:43.213441,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting']"
STUDY_1332,39426396,"Rapid multiplex PCR panel for pneumonia in hospitalised patients with suspected pneumonia in the USA: a single-centre, open-label, pragmatic, randomised controlled trial.",2025-10-13T10:03:43.213490,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_1333,39315185,Prevalence of plasmid-mediated quinolone resistance genes in extended-spectrum beta-lactamase producing ,2025-10-13T10:03:43.213562,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_1334,31857298,"Opportunities for antibiotic optimisation and outcome improvement in patients with negative blood cultures: study protocol for a cluster-randomised crossover trial, the NO-BACT study.",2025-10-13T10:03:43.213621,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1335,36694848,Addition of anaerobic coverage for treatment of biliary tract infections: a propensity score-matched cohort study.,2025-10-13T10:03:43.213677,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_1336,34315541,Sputum colour as a marker for bacteria in acute exacerbations of COPD: protocol for a systematic review and meta-analysis.,2025-10-13T10:03:43.213726,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_1337,34177168,Serum Procalcitonin as a Biomarker to Determine the Duration of Antibiotic Therapy in Adult Patients with Sepsis and Septic Shock in Intensive Care Units: A Prospective Study.,2025-10-13T10:03:43.213810,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_1338,33993243,Duration of antibiotic treatment using procalcitonin-guided treatment algorithms in older patients: a patient-level meta-analysis from randomized controlled trials.,2025-10-13T10:03:43.213872,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_1339,33953916,Implementation of a comprehensive intervention focused on hospitalized patients with HIV by an existing stewardship program: successes and lessons learned.,2025-10-13T10:03:43.213948,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_1340,39058194,16S rDNA Sequencing for Bacterial Identification in Preterm Infants with Suspected Early-Onset Neonatal Sepsis.,2025-10-13T10:03:43.214029,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_1341,39005703,The Impact of Reporting the Same-Day Identification and Antibiotic Susceptibility Test Results on the Treatment of Bloodstream Infections.,2025-10-13T10:03:43.214249,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1342,39238738,Impact of Introducing a Multiplex Polymerase Chain Reaction Blood Culture Panel on Anti-Methicillin-Resistant Staphylococcus aureus (MRSA) and Carbapenem Antimicrobial Agents in a Children's Hospital.,2025-10-13T10:03:43.214498,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Pediatric population']"
STUDY_1343,41053675,Clonal dissemination of carbapenem-resistant Klebsiella pneumoniae in outpatients as fecal-carriages: predominance of the high-risk clone ST231.,2025-10-13T10:03:43.214578,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1344,24421823,Duration of antibiotic therapy for critically ill patients with bloodstream infections: A retrospective cohort study.,2025-10-13T10:03:43.214662,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified']"
STUDY_1345,40908525,Molecular Characterization of MDR Enterobacter spp. Isolated from Clinical Specimens in Sudan: Prevalence of CTX-M and Carbapenemase Genes with Absence of SHV and TEM.,2025-10-13T10:03:43.214723,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_1346,39878115,"Reported Postoperative Surgical Site Infections in Tertiary Care Hospitals, Systematic Review of Recent Literature.",2025-10-13T10:03:43.214856,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_1347,39798581,"Procalcitonin-guided duration of antibiotic treatment in children hospitalised with confirmed or suspected bacterial infection in the UK (BATCH): a pragmatic, multicentre, open-label, two-arm, individually randomised, controlled trial.",2025-10-13T10:03:43.214917,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_1348,37406043,"Trends in Inpatient Antibiotic Use Among Adults Hospitalized During the Coronavirus Disease 2019 Pandemic in Argentina, Brazil, and Chile, 2018-2021.",2025-10-13T10:03:43.214990,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
